label,message,label_num,message_length,clean_text
ham,What's the significance?,0,24,signific
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,136,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0,99,latest g still scroung ammo want give new ak tri
ham,Prabha..i'm soryda..realy..frm heart i'm sory,0,45,prabha soryda reali frm heart sori
ham,Lol ok your forgiven :),0,23,lol ok forgiven
ham,No..jst change tat only..,0,25,jst chang tat
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",1,147,guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnw h p mtmsgrcvd
ham,S:)no competition for him.,0,26,competit
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,1,146,boltblu tone p repli poli mono eg poli cha cha slide yeah slow jamz toxic come stop tone txt
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,1,89,credit top http www bubbletext com renew pin tgxxrz
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",0,168,way transport less problemat sat night way u want ask n join bday feel free need know definit no book fri
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0,117,usual person unconsci children adult may behav abnorm call
ham,But that's on ebay it might be less elsewhere.,0,46,ebay might less elsewher
ham,Shall i come to get pickle,0,26,shall come get pickl
ham,Were gonna go get some tacos,0,28,gonna go get taco
ham,"That's very rude, you on campus?",0,32,rude campu
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1,144,urgent mobil award bonu caller prize nd attempt contact call box qu
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0,57,hi b ard christma enjoy n merri x ma
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",1,158,today offer claim ur worth discount voucher text ye savamob member offer mobil cs sub unsub repli x
ham,Yes! How is a pretty lady like you single?,0,42,ye pretti ladi like singl
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,1,111,reciev tone within next hr term condit pleas see channel u teletext pg
ham,Jay says that you're a double-faggot,0,36,jay say doubl faggot
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,1,146,privat account statement show un redeem point call identifi code expir
ham,What Today-sunday..sunday is holiday..so no work..,0,50,today sunday sunday holiday work
ham,Gudnite....tc...practice going on,0,33,gudnit tc practic go
ham,I'll be late...,0,15,late
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0,177,call hope l r malaria know miss guy miss bani big pl give love especi great day
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0,160,good afternoon love goe day hope mayb got lead job think boytoy send passion kiss across sea
ham,"Probably gonna be here for a while, see you later tonight &lt;)",0,63,probabl gonna see later tonight lt
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,84,mayb fat finger press button know
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0,84,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
ham,"I am in tirupur da, once you started from office call me.",0,57,tirupur da start offic call
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,1,96,www applausestor com monthlysubscript p msg max month csc web age stop txt stop
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0,169,famou quot develop abil listen anyth uncondit without lose temper self confid mean marri
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,0,76,go colleg pa els ill come self pa
ham,4 oclock at mine. Just to bash out a flat plan.,0,47,oclock mine bash flat plan
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,130,girl stay bed girl need recoveri time id rather pass fun coop bed
ham,Then any special there?,0,23,special
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0,149,know need get hotel got invit apologis cali sweet come english bloke weddin
ham,"Sorry that took so long, omw now",0,32,sorri took long omw
ham,Wait  &lt;#&gt;  min..,0,22,wait lt gt min
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,0,101,ok give minut think see btw alibi cut hair whole time
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0,281,imagin final get sink bath put pace mayb even eat left also imagin feel cage cock surround bath water remind alway own enjoy cuck
ham,"Hurry up, I've been weed-deficient for like three days",0,54,hurri weed defici like three day
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0,120,sure get acknowledg astoundingli tactless gener faggi demand blood oath fo
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0,138,ok everi night take warm bath drink cup milk see work magic still need loos weight know
ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,0,127,look fri pan case cheap book perhap silli fri pan like book
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,0,66,well uv caus mutat sunscreen like essenti theseday
ham,Having lunch:)you are not in online?why?,0,40,lunch onlin
ham,I know that my friend already told that.,0,40,know friend alreadi told
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,0,70,hi princess thank pic pretti
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0,160,aiyo u alway c ex one dunno abt mei repli first time u repli fast lucki workin huh got bao ur sugardad ah gee
ham,Hi msg me:)i'm in office..,0,26,hi msg offic
ham,Thanx 4 e brownie it's v nice...,0,32,thanx e browni v nice
ham,Geeeee ... I love you so much I can barely stand it,0,51,geeeee love much bare stand
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,1,159,gent tri contact last weekend draw show prize guarante call claim code k valid hr ppm
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0,146,fuck babe miss alreadi know let send money toward net need want crave
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",0,103,ill call u mrw ninish address icki american freek wont stop callin bad jen k eh
ham,Oooh bed ridden ey? What are YOU thinking of?,0,45,oooh bed ridden ey think
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0,142,anyway go gym whatev love smile hope ok good day babe miss much alreadi
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0,92,love daddi make scream pleasur go slap ass dick
ham,WOT U WANNA DO THEN MISSY?,0,26,wot u wanna missi
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0,134,yar lor wait mum finish sch lunch lor whole morn stay home clean room room quit clean hee
ham,Do you know where my lab goggles went,0,37,know lab goggl went
ham,Can you open the door?,0,22,open door
ham,Waiting for your call.,0,22,wait call
ham,Nope i waiting in sch 4 daddy... ,0,33,nope wait sch daddi
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,69,cash prize claim call
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",0,109,tire argu week week want
ham,Ü wait 4 me in sch i finish ard 5..,0,35,wait sch finish ard
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1,99,mobil number claim call us back ring claim hot line
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0,140,arngd marriag u r walkin unfortuntli snake bite u bt love marriag danc frnt snake amp sayin bite bite
ham,Huh so early.. Then ü having dinner outside izzit?,0,50,huh earli dinner outsid izzit
ham,Ok anyway no need to change with what you said,0,46,ok anyway need chang said
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,149,tri contact repli offer min textand new video phone call repli free deliveri tomorrow
ham,my ex-wife was not able to have kids. Do you want kids one day?,0,63,ex wife abl kid want kid one day
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,95,scotland hope show jjc tendenc take care live dream
ham,Tell them u have a headache and just want to use 1 hour of sick time.,0,69,tell u headach want use hour sick time
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",0,110,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den
ham,Pete can you please ring meive hardly gotany credit,0,51,pete pleas ring meiv hardli gotani credit
ham,Ya srsly better than yi tho,0,27,ya srsli better yi tho
ham,"I'm in a meeting, call me later at",0,34,meet call later
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,126,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,142,special select receiv pound award call line close cost ppm cs appli ag promo
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,148,privat account statement show un redeem point call identifi code expir
ham,You still at grand prix?,0,24,still grand prix
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",0,147,met stranger choos friend long world stand friendship never end let friend forev gud nitz
ham,I am great! How are you?,0,24,great
ham,Gud mrng dear have a nice day,0,29,gud mrng dear nice day
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,86,import custom servic announc call freephon
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0,87,exhaust train morn much wine pie sleep well
ham,I'm going out to buy mum's present ar.,0,38,go buy mum present ar
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0,104,mind blastin tsunami occur rajnik stop swim indian ocean
ham,If u sending her home first it's ok lor. I'm not ready yet.,0,59,u send home first ok lor readi yet
ham,Speaking of does he have any cash yet?,0,38,speak cash yet
ham,Be happy there. I will come after noon,0,38,happi come noon
ham,Meet after lunch la...,0,22,meet lunch la
ham,TaKe CaRE n gET WeLL sOOn,0,25,take care n get well soon
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1,135,xclusiv clubsaisai morow soire special zouk nichol pari free rose ladi info
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0,87,meant say cant wait see u get bore bridgwat banter
ham,Neva mind it's ok..,0,19,neva mind ok
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",0,66,fine imma get drink somethin want come find
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1,140,day kick euro u kept date latest news result daili remov send get txt stop
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,0,156,valentin game send di msg ur friend answer r someon realli love u que colour suit best rpli
ham,I have many dependents,0,22,mani depend
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,0,107,thanx today cer nice catch ave find time often oh well take care c u soon c
ham,I called and said all to him:)then he have to choose this future.,0,65,call said choos futur
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,0,145,happi valentin day know earli hundr handsom beauti wish thought finish aunti uncl st
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0,137,like v shock leh co tell shuhui like tell leona also like dat almost know liao got ask abt ur reaction lor
ham,For my family happiness..,0,25,famili happi
ham,I come n pick ü up... Come out immediately aft ur lesson...,0,59,come n pick come immedi aft ur lesson
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,0,103,let snow let snow kind weather bring ppl togeth friendship grow
ham,Dear we got  &lt;#&gt;  dollars hi hi,0,37,dear got lt gt dollar hi hi
ham,Good words.... But words may leave u in dismay many times.,0,58,good word word may leav u dismay mani time
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0,87,make sure alex know birthday fifteen minut far concern
ham,"sorry, no, have got few things to do. may be in pub later.",0,58,sorri got thing may pub later
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,123,nah straight bring bud drink someth actual littl use straight cash
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",0,67,haha good hear offici paid market th
ham,How many licks does it take to get to the center of a tootsie pop?,0,66,mani lick take get center tootsi pop
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,102,yup thk r e teacher said make face look longer darren ask cut short
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,130,new textbuddi chat horni guy ur area p free receiv search postcod gaytextbuddi com txt one name
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1,148,today vodafon number end select receiv award number match call receiv award
ham,Please dont say like that. Hi hi hi,0,35,pleas dont say like hi hi hi
ham,Thank u!,0,8,thank u
ham,Oh that was a forwarded message. I thought you send that to me,0,62,oh forward messag thought send
ham,Got it. Seventeen pounds for seven hundred ml – hope ok.,0,56,got seventeen pound seven hundr ml hope ok
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,143,dear voucher holder claim week offer pc go http www e tlp co uk expressoff ts cs appli stop text txt stop
ham,Me n him so funny...,0,20,n funni
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0,100,sweetheart hope kind day one load reason smile biola
ham,When ü login dat time... Dad fetching ü home now?,0,49,login dat time dad fetch home
ham,"What will we do in the shower, baby?",0,36,shower babi
ham,I had askd u a question some hours before. Its answer,0,53,askd u question hour answer
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0,88,well imma definit need restock thanksgiv let know
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",0,133,said kiss kiss sound effect gorgeou man kind person need smile brighten day
ham,Probably gonna swing by in a wee bit,0,36,probabl gonna swing wee bit
ham,Ya very nice. . .be ready on thursday,0,37,ya nice readi thursday
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,0,123,allo brave buse taken train triumph mean b ham jolli good rest week
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,92,watch cartoon listen music amp eve go templ amp church u
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0,80,mind ask happen dont say uncomfort
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,1,136,privat account statement show un redeem point call identifi code expir
ham,No prob. I will send to your email.,0,35,prob send email
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,97,cash prize claim call c rstm sw ss ppm
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0,66,that cool sometim slow gentl sonetim rough hard
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,0,119,gonna say sorri would normal start panic time sorri see tuesday
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,65,wait know wesley town bet hella drug
ham,Fine i miss you very much.,0,26,fine miss much
ham,Did u got that persons story,0,28,u got person stori
ham,Tell them the drug dealer's getting impatient,0,45,tell drug dealer get impati
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0,157,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng
ham,You will be in the place of that man,0,36,place man
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0,94,doesnt make sens take unless free need know wikipedia com
spam,88800 and 89034 are premium phone services call 08718711108,1,59,premium phone servic call
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,140,sea lay rock rock envelop envelop paper paper word
ham,Then mum's repent how?,0,22,mum repent
ham,Sorry me going home first... Daddy come fetch ü later...,0,56,sorri go home first daddi come fetch later
ham,Leave it de:-). Start Prepare for next:-)..,0,43,leav de start prepar next
ham,Yes baby! We can study all the positions of the kama sutra ;),0,61,ye babi studi posit kama sutra
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,0,56,en chikku nang bakra msg kalstiya tea coffe
ham,Carlos'll be here in a minute if you still need to buy,0,54,carlo minut still need buy
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),0,37,pay lt decim gt lakh
ham,Have a good evening! Ttyl,0,25,good even ttyl
ham,Did u receive my msg?,0,21,u receiv msg
ham,Ho ho - big belly laugh! See ya tomo,0,36,ho ho big belli laugh see ya tomo
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",1,93,sm ac sun post hello seem cool want say hi hi stop send stop
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1,153,get ur st rington free repli msg tone gr top tone phone everi week per wk opt send stop
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0,153,ditto worri say anyth anymor like said last night whatev want peac
ham,"I've got  &lt;#&gt; , any way I could pick up?",0,46,got lt gt way could pick
ham,"I dont knw pa, i just drink milk..",0,34,dont knw pa drink milk
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,0,80,mayb say hi find got card great escap wetherspoon
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0,69,piggi r u awak bet u still sleep go lunch
ham,Cause I'm not freaky lol,0,24,caus freaki lol
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,0,108,miss call caus yell scrappi miss u wait u come home lone today
ham,What is this 'hex' place you talk of? Explain!,0,46,hex place talk explain
ham,Ü log off 4 wat. It's sdryb8i,0,29,log wat sdryb
ham,Is xy going 4 e lunch?,0,22,xy go e lunch
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1,158,hi sue year old work lapdanc love sex text live bedroom text sue textoper g da ppmsg
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0,86,want ask wait finish lect co lect finish hour anyway
ham,Have you finished work yet? :),0,30,finish work yet
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0,143,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0,169,dear cherthala case u r come cochin pl call bfore u start shall also reach accordingli tell day u r come tmorow engag an holiday
ham,Thanks love. But am i doing torch or bold.,0,42,thank love torch bold
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,1,111,forward pleas call immedi urgent messag wait
ham,Was the farm open?,0,18,farm open
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",0,109,sorri troubl u buy dad big small sat n sun thanx
ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,76,sister law hope great month say hey abiola
ham,Will purchase d stuff today and mail to you. Do you have a po box number?,0,73,purchas stuff today mail po box number
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,92,ah poop look like ill prob send laptop get fix cuz gpu problem
ham,Good. Good job. I like entrepreneurs,0,36,good good job like entrepreneur
ham,"Aight, you close by or still down around alex's place?",0,54,aight close still around alex place
ham,meet you in corporation st outside gap … you can see how my mind is working!,0,76,meet corpor st outsid gap see mind work
ham,Mum ask ü to buy food home...,0,29,mum ask buy food home
ham,K..u also dont msg or reply to his msg..,0,40,k u also dont msg repli msg
ham,How much r ü willing to pay?,0,28,much r will pay
ham,"Sorry, I'll call later",0,22,sorri call later
ham,What is important is that you prevent dehydration by giving her enough fluids,0,77,import prevent dehydr give enough fluid
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0,109,that bit weird even suppos happen good idea sure pub
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,75,true dear sat pray even felt sm time
ham,"I don't think I can get away for a trek that long with family in town, sorry",0,76,think get away trek long famili town sorri
ham,So when do you wanna gym harri,0,30,wanna gym harri
ham,Quite late lar... Ard 12 anyway i wun b drivin...,0,49,quit late lar ard anyway wun b drivin
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,155,review keep fantast nokia n gage game deck club nokia go www cnupdat com newslett unsubscrib alert repli word
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1,160,mth half price orang line rental latest camera phone free phone mth call mobilesdirect free updat stoptxt cs
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,316,height confid aeronaut professor wer calld amp wer askd sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt didnt move said made student wont even start datz confid
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,195,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
spam,08714712388 between 10am-7pm Cost 10p,1,37,pm cost p
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,125,save stress person dorm account send account detail money sent
ham,He also knows about lunch menu only da. . I know,0,48,also know lunch menu da know
ham,When i have stuff to sell i.ll tell you,0,39,stuff sell tell
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,1,161,urgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvari max
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,121,book lesson msg call work sth go get spec membership px
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1,145,guarante cash prize claim yr prize call custom servic repres pm
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,162,macha dont feel upset assum mindset believ one even wonder plan us let life begin call anytim
ham,Oh is it? Send me the address,0,29,oh send address
ham,S'fine. Anytime. All the best with it.,0,38,fine anytim best
ham,That is wondar full flim.,0,25,wondar full flim
ham,Ya even those cookies have jelly on them,0,40,ya even cooki jelli
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,226,world run still mayb feel admit mad correct let call life keep run world may u r also run let run
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,0,70,got look scrumptiou daddi want eat night long
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,140,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
ham,"Alright omw, gotta change my order to a half8th",0,47,alright omw gotta chang order half th
ham,Exactly. Anyways how far. Is jide her to study or just visiting,0,63,exactli anyway far jide studi visit
ham,Dunno y u ask me.,0,17,dunno u ask
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,101,email alertfrom jeri stewarts kbsubject low cost prescripiton drvgsto listen email call
ham,No he didn't. Spring is coming early yay!,0,41,spring come earli yay
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,80,lol feel bad use money take steak dinner
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,137,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,103,leav qatar tonit search opportun went fast pl add ur prayer dear rakhesh
ham,Then why no one talking to me,0,29,one talk
ham,Thanks for looking out for me. I really appreciate.,0,51,thank look realli appreci
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,148,hi custom loyalti offer new nokia mobil txtauction txt word start get ctxt tc p mtmsg
ham,Wish i were with you now!,0,25,wish
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,149,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao
ham,Yes i will be there. Glad you made it.,0,38,ye glad made
ham,Do well :)all will for little time. Thing of good times ahead:,0,62,well littl time thing good time ahead
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,179,got room soon put clock back til shout everyon get realis wahay anoth hour bed
ham,Ok. There may be a free gym about.,0,34,ok may free gym
ham,Men like shorter ladies. Gaze up into his eyes.,0,47,men like shorter ladi gaze eye
ham,Dunno he jus say go lido. Same time 930.,0,40,dunno ju say go lido time
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,110,promis take good care princess run pleas send pic get chanc ttyl
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,131,u subscrib best mobil content servic uk per day send stop helplin
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,101,reason spoken year anyway great week best exam
